URLID,length,word_present,edited_2023
URLID_SHQK,37577.0,0,0
URLID_TSZM,14941.0,0,0
URLID_YNIH,16628.107228915662,0,0
URLID_MGVJ,38514.0,0,0
URLID_WILE,23713.0,0,0
URLID_ULAI,49835.0,0,0
URLID_OQGG,18280.0,0,0
URLID_FGQF,20188.545454545456,0,0
URLID_DTOM,15533.34,0,0
URLID_NPHH,55066.0,1,1
URLID_HZSL,47901.0,0,1
URLID_ZWMK,80251.0,1,1
URLID_ZCCE,63020.0,1,1
URLID_WAZN,24870.0,0,1
URLID_LJWL,13793.0,0,0
URLID_SLQD,16362.0,0,0
URLID_BGZM,46251.0,0,1
URLID_DGGI,21160.625,0,0
URLID_ZKGA,23179.333333333332,0,0
URLID_RSSM,22598.0,0,1
URLID_ZLAO,22616.5,0,0
URLID_AHYN,28042.0,0,0
URLID_BCAF,17954.0,0,0
URLID_DMOA,90802.0,1,1
URLID_PJWK,17200.0,0,1
URLID_ACOB,37490.0,0,0
URLID_IWSB,107387.0,1,1
URLID_PFIJ,17969.075675675675,0,0
URLID_QFBI,24024.0,1,0
URLID_XGNK,61897.0,0,0
URLID_HJLD,63495.0,0,0
URLID_FGSF,35725.0,0,1
URLID_QLFG,20430.652173913044,0,0
URLID_WIJJ,51952.0,1,1
URLID_ATNE,17014.0,0,0
URLID_HTIA,18988.333333333332,0,0
URLID_TZDM,23649.0,0,0
URLID_AVRJ,18803.0,0,0
URLID_QLRL,19431.0,0,1
URLID_DDSL,67395.0,1,1
URLID_ZEGL,40514.0,0,0
URLID_PSVM,20920.869565217392,0,0
URLID_JDEJ,53792.0,0,0
URLID_NSJM,18180.6,0,0
URLID_IDKI,17543.0,0,0
URLID_TZFM,48883.0,0,0
URLID_VNEG,48462.0,1,0
URLID_LQZJ,15434.0,0,0
URLID_FHYA,45804.0,1,1
URLID_LQPI,18364.0,1,0
URLID_TDSJ,21476.0,0,0
URLID_WRED,24578.0,0,1
URLID_XGYK,18711.0,0,0
URLID_PISL,21414.0,0,0
URLID_ZBOK,38651.0,0,0
URLID_IVKN,24495.0,0,0
URLID_UWVD,26852.0,0,0
URLID_PXKL,27780.0,1,1
URLID_HNMF,74342.0,1,1
URLID_VQIF,52592.0,1,0
URLID_YAAM,42839.0,0,0
URLID_IZQM,45881.333333333336,0,0
URLID_FKAC,13410.0,1,1
URLID_GIBF,28560.0,0,0
URLID_BGRG,17428.0,0,0
URLID_XPPA,38277.0,0,0
URLID_OMJG,18069.4,0,0
URLID_QNPE,27729.0,0,1
URLID_JUMA,18453.82857142857,0,0
URLID_MEKL,21119.0,0,0
URLID_CZLE,28374.0,1,0
URLID_FRQI,40740.0,1,1
URLID_JFDN,20122.0,1,0
URLID_GEGG,24853.0,0,0
URLID_AIMH,28891.0,0,0
URLID_LXFK,20075.0,0,0
URLID_IKYN,88462.0,1,1
URLID_ZGVC,16701.0,0,0
URLID_NHWL,179504.0,1,1
URLID_ZNHH,16628.107228915662,0,0
URLID_IPEC,47674.0,0,1
URLID_BYXL,35313.0,0,0
URLID_TDAK,14159.0,0,0
URLID_PSSH,46263.0,1,0
URLID_LKON,18863.0,0,0
URLID_BGOM,71122.0,1,1
URLID_OISH,44324.0,0,1
URLID_IESE,45408.0,1,0
URLID_PQDD,14750.279069767443,0,0
URLID_XAVG,21210.0,0,0
URLID_OYWG,59935.0,1,1
URLID_DHBN,16981.0,0,0
URLID_UAXH,45892.0,0,0
URLID_EATA,34175.0,1,0
URLID_EENM,72337.0,1,1
URLID_CKQM,31257.0,0,0
URLID_WLUJ,32779.0,0,0
URLID_BJRI,44400.0,1,1
URLID_HIVA,24823.0,0,0
URLID_TTFO,15533.34,0,0
URLID_YTLK,56222.0,1,0
URLID_VCDF,24589.0,0,0
URLID_CQUE,86833.0,1,1
URLID_SPRL,17915.666666666668,0,0
URLID_MXAM,32212.0,0,0
URLID_KXRE,38652.0,1,0
URLID_YHKA,38912.0,1,1
URLID_WOCH,55413.0,0,0
URLID_UYYI,20457.0,0,1
URLID_PIFM,19694.0,0,0
URLID_FBAE,59312.0,0,1
URLID_FMDL,54920.0,0,1
URLID_JQYG,55590.0,0,0
URLID_SKHC,24395.333333333332,0,1
URLID_DKQF,59550.333333333336,0,0
URLID_GVFG,17375.598619896493,0,0
URLID_TOAJ,22341.0,0,0
URLID_OHAB,13328.0,0,0
URLID_YOAD,33339.0,0,0
URLID_PKJG,51194.0,1,1
URLID_ENTE,41093.0,0,0
URLID_XEYN,21065.0,0,0
URLID_XKDM,18237.0,0,0
URLID_CBHK,38628.0,0,0
URLID_YULL,41005.0,1,1
URLID_RZLJ,14343.0,0,0
URLID_OYWF,20868.0,0,0
URLID_AXMA,16771.5,0,0
URLID_NPQL,27133.0,0,1
URLID_DLII,30578.0,0,0
URLID_EATG,45670.0,1,0
URLID_DMDJ,35149.0,0,0
URLID_OQFJ,62914.0,1,1
URLID_XQPA,28343.0,0,0
URLID_CUNH,32395.5,0,0
URLID_XOJI,59594.0,1,1
URLID_LPYG,18833.547826086957,0,0
URLID_XHTL,25342.0,1,0
URLID_GVPL,16901.0,0,0
URLID_XUPK,92347.0,1,0
URLID_RBSB,26257.0,0,0
URLID_LCLN,19724.0,0,0
URLID_MAYL,21662.0,0,0
URLID_RRTH,38617.0,1,0
URLID_UEWN,40686.0,0,0
URLID_LTBN,25939.0,0,0
URLID_LTTF,36015.0,1,1
URLID_SXGE,27730.0,0,0
URLID_UQMM,52864.0,0,0
URLID_QZOA,28078.0,0,0
URLID_FVJG,17375.598619896493,0,0
URLID_HRPF,22322.0,0,0
URLID_UBYH,28726.0,0,0
URLID_KYTB,15608.0,1,1
URLID_EYUK,8299.0,0,0
URLID_LMLF,18128.0,0,0
URLID_AVRL,56682.0,1,1
URLID_WIMC,10540.6,0,0
URLID_ALNC,15669.0,0,0
URLID_DIWG,23603.0,1,1
URLID_JBWK,27258.0,0,0
URLID_TCZA,202738.0,0,1
URLID_AMHH,33861.0,0,0
URLID_DOHA,45153.25,0,0
URLID_QSUE,17853.0,1,0
URLID_AKWH,16643.0,0,0
URLID_ZAVB,30745.0,1,1
URLID_FOAM,32300.0,1,1
URLID_GRNE,18776.0,0,0
URLID_LAFD,58001.0,0,0
URLID_OXPN,16517.272727272728,0,0
URLID_HHXN,28921.0,0,0
URLID_KTSK,45231.0,1,0
URLID_SWLI,18590.0,0,0
URLID_MOZC,79369.0,1,1
URLID_CRZB,21081.0,1,1
URLID_DDCN,26961.0,1,1
URLID_GZBI,15164.0,0,0
URLID_GLVI,18432.25,0,1
URLID_ZHOL,88248.0,1,1
URLID_EWJI,17183.0,0,0
URLID_WKYD,25227.0,0,0
URLID_PJLF,9046.0,0,0
URLID_ZZUN,42639.0,1,1
URLID_NOSL,38049.0,0,0
URLID_ILJH,10708.681818181818,0,0
URLID_EWPM,16780.48,0,0
URLID_RBRA,15837.422077922078,0,0
URLID_UJHF,39989.0,0,0
URLID_NOID,31382.0,0,0
URLID_SWRG,40833.0,1,1
URLID_ZUZM,20683.0,0,0
URLID_ABRL,40251.0,0,0
URLID_AHNM,19080.0,0,0
URLID_VDUF,22745.0,0,0
URLID_PUBO,22651.0,0,0
URLID_JPUI,28575.0,0,0
URLID_FKZE,19337.0,0,1
URLID_YYPM,22861.772727272728,0,0
URLID_WCIC,22640.0,1,0
URLID_ZBLI,29792.0,0,0
URLID_ZNYI,24391.0,0,0
URLID_TOFG,35604.0,0,0
URLID_CPSM,43811.0,1,0
URLID_ZOWB,25625.0,1,0
URLID_CLKL,24323.0,0,1
URLID_EEXG,25150.0,0,0
URLID_FIZN,80164.0,1,1
URLID_JMIA,19147.666666666668,0,0
URLID_RLUJ,23890.5,0,1
URLID_CJKI,26154.0,0,0
URLID_MCVI,25870.0,0,0
URLID_YRZB,68333.0,1,1
URLID_VDZD,38058.0,0,1
URLID_YBSD,17478.29683698297,0,0
URLID_YNCC,25725.5,0,0
URLID_OWLE,33978.0,0,1
URLID_ZZHH,12489.0,1,0
URLID_CTHJ,19042.0,0,0
URLID_SRYE,29738.0,1,1
URLID_DHVK,26173.5,0,0
URLID_XDHF,21562.0,0,1
URLID_YLCC,78080.0,1,1
URLID_YENF,31264.0,0,0
URLID_CDJK,61117.0,0,0
URLID_MZYB,31068.0,0,0
URLID_ESAF,23682.0,0,0
URLID_RYYK,21009.0,0,0
URLID_XDUJ,17375.598619896493,0,0
URLID_DBLC,35932.0,1,1
URLID_RAHB,29268.0,0,0
URLID_AZJF,37210.0,0,0
URLID_NXRL,15226.780487804877,0,0
URLID_FTGA,24920.0,0,0
URLID_SUYH,53514.0,1,0
URLID_TIFF,9402.0,0,0
URLID_OSZN,40700.0,0,0
URLID_FIFK,16902.2,0,0
URLID_VGKN,16740.5,0,0
URLID_HDIC,13102.0,0,0
URLID_SXEA,27681.0,0,0
URLID_XRJC,16374.0,1,0
URLID_MSBA,39004.0,0,1
URLID_KCGJ,22728.333333333332,0,1
URLID_TISD,22657.0,0,0
URLID_WRTF,41620.0,1,1
URLID_ZCOA,23857.0,0,0
URLID_ZYZK,30446.0,0,0
URLID_UASH,32287.0,0,1
URLID_CPFK,25240.0,0,1
URLID_CWKH,30304.0,0,0
URLID_UVVD,17377.0,0,1
URLID_IGDE,37746.0,0,0
URLID_EREK,40602.0,1,0
URLID_YBQN,42640.0,1,0
URLID_ZHOI,134778.0,1,1
URLID_RAVG,18601.0,0,0
URLID_VVJA,36173.0,0,0
URLID_FGSM,37460.0,0,0
URLID_BARL,23750.166666666668,0,0
URLID_EHGL,25755.0,0,0
URLID_GVOM,29410.0,1,0
URLID_ECJH,34530.0,0,0
URLID_EOTM,42491.0,1,1
URLID_BUNC,20559.867088607596,0,0
URLID_HJSJ,28674.0,0,0
URLID_XYMB,17747.0,0,0
URLID_EJSA,57921.5,1,0
URLID_CVWL,136728.0,1,1
URLID_XHSE,27157.0,0,0
URLID_HHOD,42995.0,1,1
URLID_ASWA,51440.0,1,1
URLID_HCZM,77774.0,1,1
URLID_IDEE,59678.0,0,1
URLID_TRVH,44754.0,1,0
URLID_IJMH,24229.0,0,0
URLID_ZTKL,51932.0,1,1
URLID_FSIH,26865.0,1,0
URLID_MDVK,34980.0,1,0
URLID_JXNG,22653.0,0,0
URLID_SYTJ,22355.0,1,0
URLID_VYBH,17580.0,0,0
URLID_FIDN,22170.5,1,0
URLID_HSQB,43562.0,1,1
URLID_TKUD,17375.598619896493,0,0
URLID_ANWA,17375.598619896493,0,0
URLID_LBNK,24676.666666666668,0,0
URLID_ZFPE,32939.0,1,1
URLID_KWTC,30224.0,1,1
URLID_RUVA,34367.0,0,0
URLID_AIZK,20447.0,0,0
URLID_AZGI,26959.5,0,0
URLID_HQDN,49603.0,1,1
URLID_DDHM,32986.0,0,0
URLID_ACSH,60525.0,1,1
URLID_GCUF,114480.0,1,0
URLID_RUNI,67984.0,1,1
URLID_JYQE,9709.0,0,0
URLID_OVEO,39282.0,0,0
URLID_JMFD,17478.29683698297,0,0
URLID_LESK,18880.0,0,0
URLID_DIDJ,15582.0,0,0
URLID_OWME,18034.0,0,0
URLID_EQCJ,15906.0,0,0
URLID_WECF,20388.0,1,0
URLID_RUGH,42057.333333333336,1,1
URLID_FHTH,49819.0,1,1
URLID_VKIJ,81500.0,1,1
URLID_IZHL,56781.0,1,1
URLID_DEXH,60248.0,1,1
URLID_TVMK,36437.0,1,0
URLID_EYGK,35293.0,1,1
URLID_WGDK,24525.0,0,0
URLID_XWVF,36567.0,0,0
URLID_DSWC,94443.0,1,0
URLID_VXXI,23332.75,0,0
URLID_MELI,33909.0,1,0
URLID_NVND,29708.0,0,1
URLID_ZZWB,60890.0,1,1
URLID_GSBE,31092.0,0,0
URLID_NTJM,20672.25641025641,0,0
URLID_RPCF,46303.0,0,0
URLID_PDGL,15100.5,0,0
URLID_NLCO,49683.0,1,1
URLID_HQTJ,59371.0,0,1
URLID_MHBH,21451.0,1,1
URLID_JUZJ,8122.0,0,0
URLID_WGSD,47523.0,1,0
URLID_AJSD,59848.0,0,0
URLID_CGJN,19771.0,1,0
URLID_KHOK,31245.0,0,0
URLID_SYJH,61201.0,1,1
URLID_OETC,54176.0,1,1
URLID_TZJA,28056.0,0,0
URLID_WOKK,88642.0,0,0
URLID_ZTCK,23229.0,0,0
URLID_EDBF,18545.0,0,1
URLID_QTZB,29006.0,1,1
URLID_ACVH,10872.5,0,0
URLID_FTPC,29225.0,0,0
URLID_WORG,26853.0,0,1
URLID_GXEH,34331.0,1,0
URLID_YVKG,77704.0,1,1
URLID_CCVB,27805.0,1,1
URLID_FKAF,36861.0,0,1
URLID_ZLZL,17201.0,0,0
URLID_IQUJ,21769.0,1,0
URLID_PGLD,13757.0,0,0
URLID_AZZA,31854.0,1,1
URLID_XGTK,33077.0,0,1
URLID_GEBH,16278.0,0,1
URLID_HGMB,17929.0,0,0
URLID_ZVCJ,22445.0,0,0
URLID_DHBO,17614.122159090908,0,0
URLID_QTCE,17371.0,0,0
URLID_ZBKA,17839.0,0,0
URLID_HVFL,21795.0,0,0
URLID_BOKC,23137.0,1,0
URLID_WZEO,101233.0,1,1
URLID_HFWJ,23432.333333333332,0,0
URLID_DINM,26377.0,0,0
URLID_KUDO,37480.0,1,0
URLID_FPPE,37671.0,1,0
URLID_JHND,14662.0,1,0
URLID_JLFN,48397.0,0,1
URLID_ATEO,28994.0,0,0
URLID_WPWG,73473.0,1,1
URLID_KNHF,31307.0,0,0
URLID_UBQN,32948.0,0,0
URLID_YVJK,33293.0,0,1
URLID_SQQK,50050.0,1,1
URLID_NBCF,51316.0,1,1
URLID_PINJ,20205.0,0,0
URLID_CYHM,19759.7552238806,0,0
URLID_BVOD,38893.0,1,1
URLID_LUVI,10708.681818181818,0,0
URLID_NKDH,17966.0,0,0
URLID_WTDD,25687.333333333332,0,0
URLID_NBOK,22943.214285714286,0,0
URLID_TYWH,18234.0,0,0
URLID_NBZD,17529.74683544304,0,0
URLID_NFIL,20478.0,0,0
URLID_TTYD,30681.0,0,0
URLID_ANJE,40012.0,1,1
URLID_JXYF,61889.0,1,1
URLID_UUYK,35355.0,0,0
URLID_GGAD,25416.0,0,0
URLID_OOZC,55512.0,1,0
URLID_ABRF,20241.0,0,0
URLID_UTIJ,19016.0,1,0
URLID_WPXF,18979.39285714286,0,0
URLID_XVQA,39729.0,1,0
URLID_XQJH,20590.333333333332,0,0
URLID_IDUK,97147.0,1,1
URLID_ZQSE,30639.0,1,1
URLID_UQEN,17969.075675675675,0,0
URLID_GVWG,32473.0,0,0
URLID_GFMN,29972.0,0,1
URLID_SQVM,18274.0,0,0
URLID_PGTC,21160.625,0,0
URLID_QUNE,20360.75,1,0
URLID_IFRA,13719.5,0,0
URLID_LMMD,41371.0,1,1
URLID_WZFN,39482.0,0,0
URLID_YLGN,36871.0,1,1
URLID_TGCH,33184.0,0,1
URLID_SDQH,15942.75,1,0
URLID_SGWJ,29819.5,0,0
URLID_IAEA,74392.0,1,0
URLID_YAWK,49589.0,1,1
URLID_LXSG,18097.0,1,0
URLID_HTUJ,21102.333333333332,0,0
URLID_GCED,26863.0,0,0
URLID_DVWJ,24626.0,0,1
URLID_BGIK,18230.0,0,0
URLID_KNWI,21561.0,0,0
URLID_MLZI,15706.0,0,0
URLID_HXBL,172325.0,1,1
URLID_ZKBI,23401.0,0,0
URLID_VRCN,22235.0,0,0
URLID_LFLI,19402.09677419355,0,0
URLID_PQEK,16515.0,1,0
URLID_WRVH,28700.0,0,0
URLID_XXJG,103508.0,1,1
URLID_IQWE,24104.0,0,0
URLID_TOWE,99728.0,1,1
URLID_YWHK,35648.0,1,1
URLID_FBEK,35452.0,1,0
URLID_CQPM,25584.0,0,0
URLID_ROOJ,39715.0,1,0
URLID_PGUN,17250.25,1,0
URLID_DPVF,17375.598619896493,0,0
URLID_NNLL,60115.0,0,1
URLID_PLNM,21252.0,0,0
URLID_OLEJ,29418.0,0,1
URLID_TCEF,60759.0,1,1
URLID_EIRD,15942.75,1,0
URLID_WPDE,17501.0,0,0
URLID_FIPB,28366.0,1,0
URLID_AOJC,35056.0,1,0
URLID_AXZL,20042.0,0,0
URLID_JXQM,15228.333333333334,0,0
URLID_SLAD,14048.0,0,0
URLID_BGRJ,18424.0,1,0
URLID_UACD,20518.5,0,0
URLID_QSQD,29866.0,0,0
URLID_FJML,66161.0,0,0
URLID_JATA,51511.0,1,1
URLID_XHGF,41001.0,1,0
URLID_TDMD,22660.0,0,0
URLID_TZGC,62750.0,1,1
URLID_IWKM,32812.0,1,0
URLID_SHCD,25260.0,0,0
URLID_FJWD,13008.0,0,0
URLID_GJHE,58107.0,0,1
URLID_RJUM,18086.5,0,0
URLID_BIOK,52300.0,0,0
URLID_TVPB,24954.0,1,0
URLID_HBFA,26042.0,0,0
URLID_KPSN,25910.5,0,0
URLID_HNZC,21429.0,1,0
URLID_BCMJ,10685.5,0,0
URLID_ODNC,27236.6,0,0
URLID_UNAH,17370.0,0,0
URLID_ATSE,55475.0,1,0
URLID_CICL,45496.0,0,0
URLID_JOJA,87007.0,1,1
URLID_NHNJ,38403.0,1,1
URLID_DWUK,37151.0,0,1
URLID_FKFN,47608.0,0,1
URLID_JEBG,41597.0,0,1
URLID_OHXK,24102.0,0,0
URLID_NKIG,22074.0,0,1
URLID_UIAC,22884.0,0,0
URLID_DQSG,22259.0,0,0
URLID_BLIN,39357.0,0,0
URLID_JRAC,30002.0,0,0
URLID_EVFL,47039.0,1,1
URLID_LHDD,27618.0,0,0
URLID_GBQJ,30705.0,1,0
URLID_FDQG,16628.107228915662,0,0
URLID_PRGB,22670.5,0,0
URLID_UWQN,14153.0,1,0
URLID_VYOF,18852.6,0,0
URLID_FQEO,20091.0,0,0
URLID_YBSB,16628.107228915662,0,0
URLID_LRPJ,16780.48,0,0
URLID_YAGJ,18579.2942206655,0,0
URLID_VCUI,29655.0,1,1
URLID_FBSD,17427.59292035398,0,0
URLID_WEBH,41256.0,0,0
URLID_QBJF,35334.0,1,0
URLID_ULJL,44323.0,0,0
URLID_ISOG,18853.8,0,0
URLID_GDTH,80296.0,1,1
URLID_TNTB,43646.0,0,0
URLID_WOKG,154106.0,1,1
URLID_VBUD,18469.0,0,0
URLID_MTNM,16661.0,0,0
URLID_IKIE,23225.0,0,0
URLID_MTMH,18323.0,0,1
URLID_WTVH,13534.0,0,0
URLID_VJHC,22991.0,0,0
URLID_VRNA,13967.0,0,0
URLID_OUNL,20672.25641025641,0,0
URLID_BGAM,25431.0,0,0
URLID_VTQC,71211.0,1,1
URLID_OQUM,44058.0,0,0
URLID_SHGI,24890.0,0,0
URLID_ERGJ,18762.0,0,0
URLID_XHZJ,27856.0,1,1
URLID_EEBH,17791.5,0,0
URLID_TYHH,15837.422077922078,0,0
URLID_OIAB,22157.0,1,1
URLID_SCGN,46403.0,0,1
URLID_IHLN,70016.0,1,1
URLID_EXTE,14909.0,0,0
URLID_SGHL,78246.0,0,1
URLID_XEQI,31437.0,0,0
URLID_GKIA,104212.0,0,1
URLID_SEIC,20983.25,0,0
URLID_SIQJ,81168.0,1,0
URLID_JHQH,27120.0,0,0
URLID_BODG,18995.55072463768,0,0
URLID_ZJZN,24197.0,0,0
URLID_LKNL,83331.0,1,1
URLID_QGKI,14156.0,0,0
URLID_QHQI,28829.0,0,0
URLID_AWPF,24380.5,0,0
URLID_YTPL,27009.0,0,1
URLID_DSDC,16628.107228915662,0,0
URLID_EOJM,47340.0,1,1
URLID_VVQA,19411.0,0,0
URLID_CTKH,18086.5,0,0
URLID_DRLI,19792.0,0,1
URLID_RMFK,35532.0,1,0
URLID_NDPG,23317.0,0,0
URLID_QFFN,20180.0,0,0
URLID_WBKC,15326.0,0,0
URLID_AVEG,26716.0,0,0
URLID_SVPL,62634.0,1,1
URLID_FLSA,29774.0,0,0
URLID_HEQF,32107.0,0,0
URLID_MJWH,40172.0,1,1
URLID_MGZC,12951.0,0,0
URLID_MPBL,18405.0,1,0
URLID_KBWK,23746.285714285714,0,0
URLID_LQAD,62115.0,1,1
URLID_ICOB,61158.5,1,1
URLID_FCRA,36264.0,1,1
URLID_HRKN,41256.0,1,1
URLID_VDKJ,18856.757668711656,0,0
URLID_HKLM,24062.0,1,1
URLID_RECG,24236.0,1,0
URLID_VUYC,21007.0,0,0
URLID_MIOE,22713.0,1,0
URLID_KIHL,62821.0,0,1
URLID_HMCF,28059.0,0,1
URLID_PSGD,20478.0,0,0
URLID_MSPI,41572.0,0,0
URLID_EKUH,13313.0,0,0
URLID_SVWK,176267.0,1,1
URLID_KYLM,19493.0,0,0
URLID_CYPI,22819.0,0,1
URLID_UJCF,18384.0,0,0
URLID_LHVI,28595.0,0,0
URLID_JUUF,31280.0,0,0
URLID_BKXG,47725.0,0,0
URLID_FBJD,20019.4,1,0
URLID_ZNDH,16716.5,0,0
URLID_TLFB,23967.0,0,0
URLID_CWGM,21155.0,0,0
URLID_LHOH,32739.0,0,0
URLID_MMVH,62483.0,1,1
URLID_GVYI,41900.0,1,0
URLID_GOPB,22862.0,0,0
URLID_CGOK,20070.0,0,0
URLID_DLUC,22719.5,0,0
URLID_KJCD,20918.0,1,0
URLID_ETLC,16628.107228915662,0,0
URLID_DKSM,25412.0,0,0
URLID_PCII,17367.4,0,0
URLID_XRII,18052.428571428572,0,0
URLID_FOKH,77744.0,1,1
URLID_VJWF,18461.125,0,0
URLID_HTXM,78242.66666666667,1,1
URLID_HOBC,15837.422077922078,0,0
URLID_PKUN,17759.0,0,0
URLID_CPXA,37804.0,0,0
URLID_MIYI,17529.74683544304,0,0
URLID_DZCI,35229.0,0,0
URLID_MKYA,15714.215384615385,0,0
URLID_LEOL,28127.0,0,0
URLID_ZVYK,24390.0,1,0
URLID_TIQM,13048.0,0,0
URLID_TPAO,24003.0,1,0
URLID_CGBH,56866.0,1,1
URLID_FKVB,56751.0,1,0
URLID_WZJE,29646.0,0,0
URLID_BBBO,17206.0,0,0
URLID_RQTH,66325.0,1,1
URLID_WWJH,33311.0,1,1
URLID_YJJD,31694.0,0,0
URLID_EJZG,56182.0,0,1
URLID_YKYH,33109.0,0,0
URLID_WGOC,33903.0,0,1
URLID_ZJJB,18579.2942206655,0,0
URLID_JFXD,54053.0,0,1
URLID_NYZG,30596.0,0,0
URLID_EYOD,19741.363636363636,0,0
URLID_VXPK,13590.0,0,0
URLID_OMWG,47551.0,1,1
URLID_YCTE,28976.0,0,1
URLID_FGFF,71384.5,0,1
URLID_SZXC,28676.0,0,0
URLID_WHWC,57765.0,1,0
URLID_XYAO,77351.0,1,1
URLID_UNHF,21207.0,0,0
URLID_XETF,24145.0,0,0
URLID_ODZG,17610.0,0,1
URLID_XEAN,125574.0,1,1
URLID_MUMN,18008.058823529413,0,0
URLID_CSWF,33553.0,0,0
URLID_QUUA,18607.21875,0,0
URLID_DDOK,19266.0,0,0
URLID_JHMN,48825.0,0,1
URLID_VYDG,10378.0,0,0
URLID_REVN,17824.0,0,0
URLID_FXFL,72246.0,1,1
URLID_EUAO,17537.0,0,0
URLID_DLQG,87523.0,1,1
URLID_QRDK,15975.164556962025,0,0
URLID_AIYM,62273.0,1,1
URLID_LKXA,18096.925,0,0
URLID_OHFF,22347.0,0,0
URLID_FQIM,23712.0,0,0
URLID_ISUH,36820.0,0,0
URLID_PMWM,16994.0,0,0
URLID_COYG,93772.0,1,1
URLID_RNBO,29106.0,0,0
URLID_MGCF,38596.0,0,1
URLID_WWHC,17483.0,0,0
URLID_FHWD,21441.0,0,0
URLID_TCBK,15215.0,0,0
URLID_GUHC,36404.333333333336,1,1
URLID_PRYD,20321.166666666668,0,0
URLID_PGEK,17506.46153846154,0,0
URLID_FRFI,27691.0,0,0
URLID_GPQM,24455.0,0,0
URLID_PYNM,18934.625,0,0
URLID_EGTE,91745.0,1,1
URLID_TDCM,20672.25641025641,0,0
URLID_UBEF,32732.0,0,0
URLID_OEQB,32887.0,0,0
URLID_IALN,22171.666666666668,0,0
URLID_RVUA,20988.0,1,0
URLID_XFBG,37549.0,1,0
URLID_ZJBK,30883.0,0,0
URLID_TWSB,91864.0,1,1
URLID_BJKJ,19317.0,0,0
URLID_KGDC,71299.0,1,1
URLID_IPMJ,23342.0,0,0
URLID_LOIN,38566.0,1,1
URLID_QMLC,25722.0,1,1
URLID_RPZG,21022.5,1,0
URLID_FPVK,39983.0,0,0
URLID_AUTH,27150.0,0,1
URLID_GYYC,41761.0,0,1
URLID_SAMM,14160.666666666666,0,0
URLID_GZEN,28441.0,0,0
URLID_USVJ,30681.5,0,0
URLID_YQFC,28372.0,0,0
URLID_DTPB,21688.0,0,0
URLID_XTWH,17483.0,0,0
URLID_ESNL,37414.0,0,0
URLID_ANPE,38670.5,0,0
URLID_IWHN,31175.0,1,1
URLID_ETUE,41592.0,0,1
URLID_LKXB,25258.0,1,0
URLID_VRPH,17375.598619896493,0,0
URLID_QDMI,14944.5,0,0
URLID_AFZB,14956.0,1,0
URLID_WXRM,26404.0,0,1
URLID_IBCM,43763.0,1,1
URLID_HWRD,11693.0,0,0
URLID_WXKN,54923.0,1,1
URLID_JPNN,38569.5,0,0
URLID_GLRB,30878.0,0,0
URLID_XSCE,70451.0,1,0
URLID_XUNK,13175.185185185184,1,0
URLID_UHVN,17283.0,1,0
URLID_FCRL,18056.0,0,0
URLID_NZCG,22236.115384615383,0,0
URLID_SOSL,13923.0,0,0
URLID_GEHB,25944.0,1,1
URLID_REGD,17940.0,0,0
URLID_MQRK,54128.0,1,0
URLID_LWJJ,17969.075675675675,0,0
URLID_UJBA,43291.0,0,0
URLID_DHLF,45784.0,1,1
URLID_NNHA,30814.0,1,1
URLID_LPMM,26846.0,1,1
URLID_LGEE,22372.0,1,0
URLID_DJYC,30169.0,1,1
URLID_XQAB,58047.0,1,1
URLID_FLAO,90164.0,1,1
URLID_FWFM,20123.0,0,0
URLID_LECD,24853.0,0,0
URLID_NJIH,19435.0,0,0
URLID_KMIH,20570.0,0,0
URLID_MVGE,26587.0,0,0
URLID_ZWAI,17377.0,0,0
URLID_VXBH,48384.0,0,0
URLID_EXQN,43814.0,0,0
URLID_UYII,14225.54054054054,0,0
URLID_XMDD,72462.0,1,1
URLID_ECNE,24213.0,0,0
URLID_BCOI,37930.0,1,1
URLID_GTGM,50967.0,0,1
URLID_DWRK,19570.0,0,0
URLID_IYFG,35545.666666666664,0,1
URLID_FMDA,19381.5,1,0
URLID_IXWD,54700.0,1,0
URLID_PXQI,37434.0,0,0
URLID_GQCF,39575.0,0,0
URLID_ADVD,29160.0,1,1
URLID_QITG,32599.0,0,0
URLID_EEGI,73234.0,0,1
URLID_VOHM,31006.5,0,0
URLID_TWYI,11235.0,0,0
URLID_LRTJ,36844.0,0,0
URLID_DWUB,110462.0,1,1
URLID_EKJD,23179.0,1,0
URLID_PSNM,20736.0,0,0
URLID_FKBI,36176.0,0,0
URLID_MXVA,26288.0,1,0
URLID_GSOL,27087.0,0,0
URLID_ZRPK,59386.0,0,0
URLID_FRTC,16518.473684210527,0,0
URLID_OFFH,29263.0,0,1
URLID_KHCF,23778.0,0,0
URLID_DJIH,17241.0,0,0
URLID_QFVM,27506.0,0,0
URLID_KGNC,23359.0,0,0
URLID_ACYJ,15714.215384615385,0,0
URLID_ICYB,28259.0,0,0
URLID_ZEJE,36105.0,0,0
URLID_PVHI,63172.0,1,1
URLID_KWRK,20672.25641025641,0,0
URLID_PBMG,17478.29683698297,0,0
URLID_CSQF,30074.0,0,0
URLID_IXAI,18235.0,0,1
URLID_WXXB,25744.0,0,0
URLID_ITPD,9118.0,0,0
URLID_TVNN,89609.0,1,1
URLID_LVCH,48239.0,0,0
URLID_SKEO,16299.0,0,0
URLID_KJKE,23385.53125,0,0
URLID_VDNB,19613.0,0,0
URLID_ZVPM,16676.0,0,0
